AEROLANDIA;AEROPORTO;ALAGADICO;ALDEOTA;ALTO DA BALANCA;ALVARO WEYNE;AMADEU FURTADO;ANCURI;ANTONIO BEZERRA;ARRAIAL MOURA BRASIL;AUTRAN NUNES;BARRA DO CEARA;BARROSO;BELA VISTA;BENFICA;BOM FUTURO;BOM JARDIM;BONSUCESSO;CAIS DO PORTO;CAJAZEIRAS;CAMBEBA;CANINDEZINHO;CARLITO PAMPLONA;CASTELAO;CENTRO;CIDADE 2000;CIDADE DOS FUNCIONARIOS;COACU;COCO;CONJUNTO CEARA I;CONJUNTO CEARA II;CONJUNTO ESPERANCA;CONJUNTO PALMEIRAS;COUTO FERNANDES;CRISTO REDENTOR;CURIO;DAMAS;DE LOURDES;DEMOCRITO ROCHA;DENDE;DIAS MACEDO;DIONISIO TORRES;DOM LUSTOSA;EDSON QUEIROZ;ENGENHEIRO LUCIANO CAVALCANTE;FARIAS BRITO;FATIMA;FLORESTA;GENIBAU;GENTILANDIA;GRANJA LISBOA;GRANJA PORTUGAL;GUAJERU;GUARARAPES;HENRIQUE JORGE;ITAOCA;ITAPERI;JACARECANGA;JANGURUSSU;JARDIM AMERICA;JARDIM CEARENSE;JARDIM DAS OLIVEIRAS;JARDIM GUANABARA;JARDIM IRACEMA;JOAO XXIII;JOAQUIM TAVORA;JOQUEI CLUB;JOSE BONIFACIO;JOSE DE ALENCAR;LAGOA REDONDA;LAGOA SAPIRANGA;MANOEL SATIRO;MANUEL DIAS BRANCO;MARAPONGA;MATA GALINHA;MEIRELES;MESSEJANA;MONDUBIM;MONTE CASTELO;MONTESE;MUCURIPE;PADRE ANDRADE;PAN-AMERICANO;PAPICU;PARANGABA;PARQUE ARAXA;PARQUE DOIS IRMAOS;PARQUE IRACEMA;PARQUE MANIBURA;PARQUE PRESIDENTE VARGAS;PARQUE SANTA ROSA;PARQUE SAO JOSE;PARQUELANDIA;PARREAO;PASSARE;PAUPINA;PEDRAS;PICI;PIRAMBU;PLANALTO AYRTON SENNA;PRAIA DE IRACEMA;PRAIA DO FUTURO I;PRAIA DO FUTURO II;PREFEITO JOSE WALTER;PRESIDENTE KENNEDY;QUINTINO CUNHA;RODOLFO TEOFILO;SABIAGUABA;SALINAS;SAO BENTO;SAO JOAO DO TAUAPE;SERRINHA;SIQUEIRA;VARJOTA;VICENTE PINZON;VILA ELLERY;VILA PERY;VILA UNIAO;VILA VELHA;DATA
0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;3.0;5.0;2.0;0.0;1.0;3.0;2.0;1.0;0.0;0.0;0.0;5.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;4.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;3.0;0.0;0.0;1.0;0.0;0.0;1.0;3.0;2.0;0.0;1.0;0.0;0.0;3.0;1.0;2.0;4.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;2.0;3.0;3.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;2016-01-15
2.0;1.0;0.0;1.0;0.0;2.0;4.0;0.0;3.0;1.0;1.0;2.0;0.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;3.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;3.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;2.0;3.0;0.0;1.0;2.0;0.0;1.0;2.0;6.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;2.0;0.0;5.0;1.0;1.0;2.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;2.0;0.0;1.0;4.0;1.0;1.0;2.0;2.0;0.0;1.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;2.0;2.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;3.0;4.0;2.0;1.0;0.0;0.0;0.0;2.0;1.0;3.0;0.0;5.0;0.0;0.0;0.0;1.0;2016-01-22
0.0;1.0;3.0;4.0;0.0;1.0;3.0;2.0;5.0;0.0;0.0;1.0;3.0;4.0;0.0;0.0;1.0;3.0;2.0;1.0;0.0;4.0;0.0;3.0;1.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;6.0;0.0;1.0;0.0;2.0;0.0;1.0;0.0;1.0;1.0;0.0;2.0;1.0;3.0;1.0;2.0;0.0;1.0;3.0;5.0;0.0;0.0;1.0;1.0;3.0;1.0;11.0;1.0;0.0;6.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;3.0;4.0;0.0;1.0;0.0;0.0;4.0;4.0;2.0;1.0;2.0;0.0;0.0;0.0;4.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;4.0;2.0;1.0;2.0;3.0;1.0;1.0;0.0;2.0;1.0;0.0;0.0;3.0;2.0;0.0;2.0;2.0;2016-01-29
1.0;0.0;1.0;1.0;0.0;1.0;1.0;3.0;0.0;0.0;0.0;2.0;5.0;2.0;3.0;0.0;2.0;1.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;4.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;1.0;0.0;4.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;3.0;0.0;7.0;1.0;1.0;2.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;1.0;4.0;6.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;2.0;3.0;0.0;0.0;0.0;1.0;5.0;0.0;1.0;0.0;0.0;2.0;3.0;0.0;0.0;4.0;0.0;1.0;1.0;4.0;0.0;2.0;0.0;0.0;0.0;2.0;1.0;0.0;2016-02-05
1.0;0.0;4.0;4.0;1.0;1.0;3.0;3.0;2.0;0.0;2.0;5.0;5.0;0.0;2.0;0.0;1.0;2.0;1.0;0.0;3.0;2.0;3.0;1.0;5.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;8.0;2.0;3.0;0.0;1.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0;4.0;2.0;0.0;0.0;3.0;0.0;3.0;3.0;0.0;0.0;0.0;1.0;4.0;0.0;15.0;1.0;0.0;4.0;0.0;0.0;0.0;5.0;1.0;1.0;0.0;6.0;4.0;0.0;0.0;0.0;1.0;0.0;5.0;8.0;0.0;4.0;0.0;2.0;2.0;2.0;2.0;0.0;2.0;0.0;0.0;0.0;1.0;1.0;6.0;1.0;3.0;2.0;0.0;1.0;3.0;2.0;0.0;1.0;0.0;0.0;1.0;4.0;1.0;1.0;2.0;4.0;13.0;3.0;3.0;0.0;2.0;1.0;2.0;1.0;1.0;2016-02-12
0.0;3.0;2.0;3.0;2.0;2.0;3.0;3.0;2.0;0.0;3.0;6.0;11.0;1.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;0.0;3.0;7.0;7.0;1.0;0.0;2.0;1.0;2.0;0.0;0.0;11.0;0.0;0.0;0.0;1.0;1.0;3.0;1.0;0.0;3.0;2.0;2.0;2.0;3.0;0.0;3.0;2.0;0.0;3.0;4.0;0.0;0.0;6.0;2.0;0.0;3.0;20.0;2.0;1.0;1.0;2.0;1.0;0.0;2.0;7.0;0.0;1.0;7.0;2.0;2.0;0.0;3.0;0.0;2.0;3.0;6.0;4.0;7.0;2.0;1.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;1.0;0.0;3.0;2.0;3.0;0.0;0.0;4.0;0.0;1.0;7.0;4.0;1.0;0.0;1.0;5.0;2.0;1.0;1.0;17.0;5.0;1.0;0.0;4.0;2016-02-19
0.0;3.0;3.0;1.0;2.0;6.0;4.0;2.0;1.0;0.0;0.0;6.0;4.0;3.0;0.0;1.0;3.0;3.0;2.0;2.0;0.0;1.0;3.0;0.0;5.0;1.0;1.0;1.0;0.0;3.0;0.0;0.0;7.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;1.0;2.0;1.0;3.0;3.0;1.0;3.0;4.0;1.0;0.0;4.0;1.0;0.0;1.0;9.0;2.0;0.0;2.0;2.0;1.0;0.0;1.0;1.0;0.0;1.0;4.0;3.0;0.0;1.0;1.0;0.0;0.0;4.0;2.0;6.0;1.0;0.0;0.0;1.0;1.0;7.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;6.0;2.0;6.0;1.0;0.0;2.0;1.0;1.0;0.0;2.0;0.0;1.0;0.0;2.0;5.0;0.0;0.0;1.0;1.0;2.0;1.0;1.0;11.0;4.0;3.0;0.0;1.0;2016-02-26
2.0;1.0;4.0;1.0;2.0;5.0;1.0;3.0;1.0;1.0;1.0;9.0;14.0;7.0;0.0;1.0;2.0;2.0;1.0;0.0;1.0;0.0;7.0;0.0;3.0;0.0;2.0;0.0;0.0;2.0;3.0;1.0;12.0;2.0;2.0;0.0;0.0;0.0;3.0;0.0;2.0;0.0;2.0;1.0;1.0;2.0;0.0;0.0;4.0;0.0;4.0;2.0;1.0;0.0;3.0;2.0;0.0;2.0;9.0;1.0;0.0;3.0;1.0;2.0;0.0;1.0;2.0;3.0;0.0;0.0;1.0;3.0;0.0;2.0;1.0;1.0;9.0;5.0;4.0;1.0;0.0;1.0;2.0;0.0;3.0;2.0;4.0;0.0;0.0;1.0;0.0;1.0;4.0;2.0;12.0;1.0;0.0;2.0;3.0;1.0;0.0;1.0;0.0;2.0;3.0;0.0;1.0;0.0;0.0;0.0;4.0;1.0;5.0;1.0;4.0;4.0;0.0;1.0;3.0;2016-03-04
2.0;2.0;8.0;0.0;1.0;0.0;4.0;7.0;1.0;0.0;0.0;1.0;11.0;2.0;1.0;1.0;2.0;4.0;2.0;1.0;0.0;4.0;5.0;2.0;6.0;0.0;1.0;1.0;0.0;5.0;2.0;0.0;17.0;0.0;0.0;0.0;1.0;0.0;7.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0;1.0;1.0;3.0;0.0;7.0;0.0;2.0;0.0;7.0;0.0;1.0;1.0;25.0;3.0;0.0;5.0;0.0;0.0;1.0;4.0;0.0;0.0;1.0;3.0;2.0;3.0;0.0;0.0;1.0;1.0;3.0;0.0;3.0;9.0;5.0;0.0;1.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;7.0;2.0;10.0;1.0;0.0;10.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;4.0;0.0;0.0;1.0;3.0;1.0;3.0;0.0;7.0;6.0;0.0;0.0;3.0;2016-03-11
0.0;0.0;5.0;3.0;0.0;4.0;0.0;9.0;4.0;1.0;1.0;2.0;13.0;2.0;1.0;0.0;5.0;4.0;0.0;2.0;0.0;1.0;19.0;0.0;3.0;0.0;1.0;1.0;0.0;5.0;0.0;0.0;23.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;2.0;0.0;1.0;1.0;1.0;4.0;0.0;2.0;1.0;0.0;2.0;5.0;1.0;1.0;3.0;2.0;0.0;4.0;39.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;2.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;8.0;3.0;11.0;4.0;0.0;2.0;2.0;0.0;4.0;2.0;2.0;0.0;0.0;0.0;2.0;1.0;2.0;2.0;12.0;1.0;0.0;4.0;2.0;1.0;0.0;1.0;1.0;7.0;2.0;1.0;2.0;0.0;2.0;2.0;2.0;2.0;1.0;0.0;8.0;8.0;2.0;1.0;0.0;2016-03-18
1.0;1.0;2.0;2.0;2.0;3.0;3.0;13.0;5.0;2.0;1.0;6.0;25.0;3.0;0.0;0.0;2.0;2.0;1.0;1.0;0.0;4.0;12.0;1.0;3.0;0.0;0.0;1.0;0.0;6.0;2.0;1.0;29.0;1.0;4.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;5.0;0.0;3.0;4.0;1.0;0.0;2.0;1.0;2.0;2.0;44.0;0.0;2.0;3.0;2.0;4.0;0.0;1.0;2.0;1.0;0.0;4.0;1.0;1.0;0.0;0.0;2.0;1.0;14.0;3.0;4.0;7.0;1.0;1.0;2.0;0.0;5.0;5.0;2.0;1.0;0.0;0.0;0.0;3.0;9.0;3.0;13.0;1.0;0.0;5.0;0.0;2.0;0.0;2.0;0.0;5.0;3.0;0.0;8.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;2.0;4.0;4.0;0.0;0.0;2016-03-25
0.0;1.0;5.0;1.0;3.0;4.0;3.0;12.0;5.0;1.0;0.0;9.0;17.0;3.0;0.0;2.0;4.0;8.0;2.0;1.0;0.0;3.0;13.0;1.0;6.0;0.0;1.0;1.0;0.0;6.0;1.0;1.0;28.0;0.0;8.0;0.0;0.0;0.0;4.0;2.0;0.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;4.0;0.0;6.0;3.0;1.0;0.0;4.0;0.0;1.0;4.0;40.0;3.0;0.0;4.0;1.0;3.0;2.0;3.0;9.0;2.0;2.0;5.0;1.0;1.0;0.0;2.0;0.0;3.0;9.0;3.0;2.0;5.0;1.0;3.0;3.0;0.0;4.0;8.0;2.0;2.0;0.0;0.0;1.0;2.0;1.0;0.0;15.0;7.0;0.0;4.0;2.0;1.0;0.0;0.0;1.0;4.0;2.0;1.0;7.0;1.0;0.0;3.0;2.0;4.0;4.0;0.0;2.0;4.0;0.0;0.0;3.0;2016-04-01
3.0;3.0;2.0;1.0;1.0;9.0;2.0;14.0;3.0;0.0;0.0;5.0;27.0;6.0;0.0;1.0;2.0;4.0;1.0;2.0;0.0;0.0;16.0;0.0;9.0;0.0;2.0;1.0;0.0;4.0;2.0;0.0;38.0;1.0;12.0;0.0;2.0;0.0;5.0;0.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;4.0;0.0;4.0;1.0;2.0;0.0;2.0;0.0;5.0;3.0;35.0;2.0;0.0;1.0;1.0;5.0;2.0;4.0;1.0;0.0;2.0;5.0;0.0;2.0;0.0;2.0;3.0;0.0;12.0;5.0;9.0;2.0;0.0;1.0;2.0;0.0;5.0;4.0;0.0;3.0;0.0;0.0;0.0;2.0;1.0;4.0;10.0;4.0;1.0;7.0;3.0;2.0;2.0;5.0;0.0;6.0;6.0;5.0;6.0;0.0;0.0;1.0;3.0;3.0;1.0;0.0;2.0;13.0;4.0;1.0;1.0;2016-04-08
2.0;0.0;6.0;2.0;0.0;17.0;5.0;7.0;24.0;2.0;9.0;30.0;10.0;4.0;0.0;3.0;8.0;6.0;3.0;4.0;1.0;4.0;47.0;1.0;4.0;1.0;0.0;0.0;0.0;4.0;1.0;1.0;15.0;4.0;40.0;0.0;3.0;2.0;7.0;3.0;2.0;0.0;3.0;4.0;3.0;5.0;3.0;4.0;6.0;0.0;3.0;6.0;1.0;0.0;10.0;3.0;1.0;15.0;42.0;6.0;1.0;2.0;5.0;5.0;5.0;4.0;9.0;3.0;1.0;5.0;4.0;3.0;0.0;1.0;0.0;2.0;12.0;4.0;27.0;8.0;0.0;4.0;2.0;3.0;6.0;4.0;3.0;1.0;0.0;0.0;4.0;2.0;9.0;8.0;17.0;3.0;2.0;16.0;13.0;3.0;2.0;4.0;4.0;3.0;6.0;4.0;8.0;0.0;1.0;1.0;9.0;5.0;2.0;1.0;4.0;8.0;4.0;0.0;5.0;2016-04-15
2.0;3.0;1.0;7.0;0.0;24.0;7.0;15.0;30.0;0.0;6.0;102.0;11.0;7.0;1.0;4.0;16.0;17.0;3.0;3.0;5.0;4.0;111.0;7.0;12.0;3.0;3.0;2.0;2.0;16.0;3.0;5.0;36.0;3.0;89.0;1.0;2.0;1.0;7.0;0.0;3.0;1.0;4.0;4.0;6.0;12.0;8.0;7.0;19.0;1.0;17.0;16.0;3.0;0.0;15.0;6.0;5.0;45.0;56.0;2.0;0.0;7.0;6.0;13.0;7.0;21.0;14.0;2.0;4.0;18.0;6.0;7.0;5.0;2.0;1.0;0.0;53.0;14.0;47.0;16.0;3.0;1.0;5.0;4.0;14.0;2.0;5.0;3.0;2.0;2.0;4.0;3.0;3.0;4.0;11.0;6.0;3.0;20.0;40.0;4.0;3.0;8.0;10.0;5.0;6.0;11.0;9.0;1.0;2.0;4.0;12.0;8.0;7.0;2.0;15.0;24.0;6.0;4.0;8.0;2016-04-22
0.0;4.0;4.0;1.0;8.0;14.0;10.0;32.0;48.0;1.0;30.0;40.0;31.0;8.0;2.0;2.0;25.0;23.0;2.0;5.0;8.0;18.0;30.0;0.0;10.0;2.0;7.0;8.0;1.0;21.0;5.0;2.0;89.0;2.0;25.0;5.0;4.0;1.0;8.0;5.0;14.0;0.0;12.0;4.0;14.0;2.0;6.0;4.0;27.0;1.0;19.0;20.0;10.0;0.0;37.0;9.0;10.0;25.0;128.0;3.0;4.0;19.0;5.0;3.0;18.0;12.0;29.0;1.0;11.0;30.0;12.0;15.0;1.0;5.0;1.0;3.0;101.0;19.0;15.0;22.0;4.0;3.0;5.0;5.0;12.0;2.0;7.0;2.0;1.0;9.0;10.0;6.0;2.0;4.0;28.0;13.0;1.0;36.0;19.0;12.0;0.0;3.0;4.0;13.0;8.0;13.0;7.0;0.0;2.0;14.0;12.0;8.0;7.0;0.0;9.0;3.0;11.0;9.0;11.0;2016-04-29
5.0;2.0;2.0;7.0;7.0;19.0;1.0;20.0;59.0;1.0;15.0;73.0;15.0;11.0;1.0;3.0;26.0;28.0;1.0;3.0;2.0;7.0;33.0;3.0;10.0;1.0;5.0;6.0;1.0;9.0;7.0;4.0;35.0;3.0;36.0;3.0;1.0;1.0;11.0;4.0;4.0;2.0;10.0;8.0;9.0;6.0;1.0;6.0;28.0;0.0;18.0;23.0;8.0;0.0;25.0;11.0;5.0;20.0;43.0;2.0;6.0;22.0;2.0;9.0;17.0;12.0;23.0;1.0;7.0;19.0;14.0;12.0;1.0;5.0;0.0;2.0;75.0;9.0;10.0;16.0;1.0;4.0;7.0;12.0;18.0;5.0;8.0;4.0;1.0;0.0;0.0;2.0;0.0;10.0;24.0;10.0;1.0;34.0;18.0;7.0;2.0;6.0;7.0;4.0;5.0;8.0;16.0;0.0;0.0;5.0;3.0;15.0;5.0;1.0;17.0;2.0;7.0;6.0;4.0;2016-05-06
4.0;2.0;2.0;7.0;2.0;9.0;1.0;20.0;32.0;3.0;17.0;64.0;24.0;7.0;3.0;3.0;15.0;27.0;9.0;7.0;1.0;6.0;27.0;2.0;13.0;3.0;5.0;8.0;2.0;21.0;8.0;2.0;59.0;4.0;37.0;8.0;2.0;2.0;9.0;3.0;6.0;0.0;10.0;9.0;23.0;1.0;3.0;6.0;24.0;1.0;19.0;24.0;8.0;0.0;21.0;17.0;23.0;11.0;73.0;3.0;3.0;23.0;6.0;7.0;15.0;7.0;24.0;3.0;10.0;21.0;11.0;14.0;1.0;5.0;5.0;5.0;70.0;9.0;5.0;29.0;9.0;2.0;6.0;22.0;8.0;3.0;21.0;3.0;0.0;1.0;4.0;3.0;3.0;7.0;19.0;10.0;0.0;27.0;23.0;8.0;2.0;7.0;14.0;4.0;2.0;10.0;5.0;1.0;0.0;7.0;12.0;19.0;5.0;2.0;39.0;3.0;8.0;7.0;2.0;2016-05-13
2.0;4.0;0.0;7.0;0.0;13.0;6.0;23.0;8.0;2.0;2.0;109.0;37.0;4.0;0.0;3.0;27.0;19.0;6.0;9.0;2.0;15.0;27.0;1.0;16.0;0.0;8.0;7.0;1.0;15.0;14.0;6.0;81.0;5.0;49.0;9.0;4.0;2.0;2.0;5.0;1.0;1.0;0.0;5.0;10.0;2.0;8.0;9.0;37.0;0.0;22.0;22.0;14.0;0.0;3.0;10.0;21.0;23.0;97.0;1.0;7.0;9.0;4.0;6.0;17.0;5.0;18.0;5.0;6.0;10.0;11.0;14.0;2.0;7.0;1.0;5.0;80.0;16.0;8.0;22.0;5.0;3.0;4.0;10.0;17.0;0.0;10.0;5.0;2.0;6.0;11.0;2.0;2.0;8.0;16.0;10.0;4.0;14.0;27.0;6.0;2.0;14.0;14.0;9.0;7.0;6.0;10.0;0.0;2.0;5.0;12.0;21.0;11.0;0.0;42.0;4.0;7.0;6.0;2.0;2016-05-20
2.0;1.0;0.0;16.0;4.0;5.0;6.0;27.0;12.0;1.0;1.0;37.0;34.0;7.0;0.0;3.0;12.0;23.0;3.0;1.0;0.0;1.0;18.0;1.0;29.0;1.0;3.0;5.0;2.0;7.0;2.0;1.0;69.0;1.0;17.0;5.0;2.0;1.0;3.0;3.0;2.0;2.0;1.0;11.0;8.0;2.0;1.0;4.0;9.0;1.0;10.0;8.0;15.0;0.0;7.0;7.0;11.0;9.0;93.0;2.0;3.0;24.0;5.0;3.0;10.0;13.0;10.0;2.0;7.0;13.0;16.0;10.0;1.0;2.0;1.0;4.0;73.0;17.0;4.0;25.0;8.0;6.0;5.0;14.0;7.0;2.0;6.0;6.0;2.0;1.0;2.0;2.0;3.0;3.0;22.0;11.0;6.0;9.0;15.0;5.0;2.0;7.0;10.0;5.0;5.0;5.0;15.0;0.0;0.0;5.0;14.0;18.0;3.0;3.0;16.0;2.0;12.0;6.0;3.0;2016-05-27
2.0;3.0;1.0;6.0;3.0;1.0;6.0;8.0;26.0;1.0;20.0;18.0;18.0;12.0;3.0;1.0;21.0;29.0;6.0;10.0;5.0;7.0;7.0;2.0;16.0;1.0;2.0;4.0;1.0;17.0;4.0;1.0;50.0;7.0;5.0;9.0;2.0;0.0;8.0;1.0;6.0;0.0;13.0;2.0;5.0;6.0;2.0;9.0;25.0;0.0;10.0;18.0;3.0;1.0;31.0;4.0;8.0;5.0;62.0;2.0;1.0;8.0;7.0;3.0;17.0;12.0;23.0;0.0;12.0;5.0;12.0;6.0;0.0;1.0;1.0;0.0;40.0;12.0;2.0;10.0;5.0;1.0;6.0;9.0;9.0;3.0;8.0;4.0;3.0;2.0;2.0;1.0;1.0;3.0;18.0;12.0;2.0;29.0;7.0;7.0;1.0;5.0;4.0;3.0;6.0;9.0;17.0;2.0;0.0;4.0;14.0;17.0;5.0;2.0;10.0;0.0;11.0;6.0;5.0;2016-06-03
1.0;1.0;1.0;6.0;2.0;7.0;9.0;10.0;24.0;0.0;24.0;29.0;13.0;7.0;2.0;3.0;16.0;27.0;5.0;1.0;0.0;10.0;6.0;3.0;16.0;1.0;8.0;3.0;0.0;15.0;10.0;3.0;20.0;4.0;5.0;5.0;4.0;0.0;5.0;4.0;5.0;0.0;11.0;3.0;2.0;1.0;0.0;7.0;18.0;1.0;11.0;13.0;10.0;1.0;18.0;6.0;12.0;5.0;32.0;4.0;4.0;14.0;6.0;7.0;14.0;4.0;15.0;1.0;14.0;17.0;18.0;7.0;1.0;3.0;3.0;2.0;60.0;22.0;0.0;16.0;8.0;2.0;2.0;4.0;12.0;12.0;10.0;1.0;0.0;3.0;1.0;1.0;1.0;3.0;10.0;12.0;4.0;37.0;9.0;6.0;1.0;0.0;0.0;8.0;0.0;8.0;19.0;5.0;1.0;6.0;9.0;24.0;7.0;2.0;12.0;0.0;15.0;11.0;9.0;2016-06-10
1.0;3.0;0.0;3.0;2.0;3.0;3.0;7.0;15.0;1.0;13.0;16.0;13.0;5.0;1.0;2.0;17.0;26.0;1.0;1.0;6.0;2.0;2.0;0.0;8.0;2.0;3.0;6.0;0.0;15.0;6.0;0.0;21.0;5.0;1.0;7.0;3.0;0.0;3.0;7.0;6.0;0.0;8.0;2.0;1.0;2.0;2.0;10.0;22.0;0.0;15.0;13.0;11.0;0.0;11.0;7.0;8.0;1.0;30.0;2.0;2.0;11.0;1.0;4.0;2.0;2.0;9.0;2.0;21.0;15.0;9.0;8.0;0.0;2.0;0.0;1.0;41.0;12.0;1.0;15.0;4.0;3.0;2.0;8.0;4.0;10.0;7.0;3.0;1.0;0.0;0.0;3.0;2.0;2.0;6.0;8.0;2.0;20.0;5.0;4.0;0.0;2.0;3.0;4.0;2.0;5.0;15.0;0.0;0.0;17.0;3.0;20.0;5.0;0.0;10.0;1.0;8.0;7.0;3.0;2016-06-17
0.0;0.0;1.0;4.0;1.0;5.0;2.0;2.0;11.0;2.0;18.0;7.0;6.0;6.0;3.0;0.0;20.0;20.0;5.0;3.0;1.0;1.0;6.0;0.0;9.0;0.0;3.0;4.0;1.0;9.0;5.0;1.0;1.0;2.0;2.0;9.0;3.0;0.0;1.0;3.0;1.0;0.0;6.0;5.0;3.0;1.0;0.0;10.0;20.0;0.0;7.0;30.0;24.0;0.0;11.0;10.0;7.0;5.0;9.0;0.0;3.0;11.0;2.0;3.0;8.0;2.0;12.0;2.0;13.0;5.0;7.0;6.0;0.0;3.0;0.0;0.0;51.0;9.0;1.0;11.0;4.0;0.0;2.0;3.0;5.0;3.0;7.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;5.0;9.0;0.0;24.0;2.0;4.0;1.0;3.0;1.0;4.0;5.0;7.0;11.0;0.0;0.0;6.0;9.0;17.0;3.0;0.0;11.0;1.0;9.0;3.0;7.0;2016-06-24
3.0;4.0;0.0;2.0;0.0;4.0;4.0;4.0;15.0;0.0;14.0;46.0;4.0;8.0;4.0;2.0;21.0;20.0;3.0;2.0;1.0;14.0;11.0;0.0;10.0;0.0;1.0;3.0;0.0;7.0;1.0;0.0;2.0;2.0;20.0;2.0;4.0;0.0;3.0;3.0;1.0;0.0;6.0;2.0;5.0;3.0;1.0;7.0;7.0;0.0;8.0;9.0;8.0;0.0;20.0;6.0;2.0;1.0;8.0;2.0;2.0;4.0;4.0;3.0;10.0;5.0;7.0;1.0;5.0;8.0;7.0;11.0;0.0;2.0;0.0;0.0;30.0;18.0;2.0;9.0;8.0;9.0;1.0;2.0;8.0;4.0;12.0;0.0;1.0;2.0;4.0;2.0;1.0;1.0;3.0;3.0;3.0;14.0;14.0;6.0;1.0;1.0;2.0;3.0;3.0;5.0;13.0;0.0;0.0;2.0;4.0;15.0;2.0;1.0;3.0;2.0;7.0;5.0;7.0;2016-07-01
2.0;3.0;0.0;1.0;1.0;12.0;3.0;0.0;11.0;1.0;13.0;48.0;6.0;0.0;5.0;5.0;15.0;19.0;0.0;1.0;2.0;15.0;12.0;0.0;5.0;0.0;4.0;3.0;0.0;0.0;1.0;1.0;5.0;8.0;19.0;1.0;1.0;0.0;2.0;4.0;3.0;0.0;8.0;0.0;4.0;1.0;0.0;20.0;21.0;1.0;8.0;13.0;8.0;0.0;10.0;4.0;7.0;3.0;5.0;2.0;2.0;4.0;1.0;17.0;12.0;1.0;14.0;2.0;3.0;6.0;3.0;9.0;0.0;3.0;0.0;3.0;14.0;24.0;3.0;21.0;0.0;4.0;3.0;1.0;7.0;0.0;8.0;0.0;2.0;1.0;4.0;6.0;0.0;0.0;5.0;2.0;0.0;22.0;17.0;8.0;0.0;1.0;1.0;9.0;6.0;8.0;10.0;0.0;0.0;2.0;7.0;5.0;5.0;1.0;3.0;2.0;6.0;7.0;6.0;2016-07-08
